REGION,FUEL,YEAR,VALUE
REGION,GHEL03,2015,31.25161
REGION,GHEL03,2016,32.947104155159295
REGION,GHEL03,2017,34.73458398498237
REGION,GHEL03,2018,36.61903998991867
REGION,GHEL03,2019,38.6057334201276
REGION,GHEL03,2020,40.700210964467374
REGION,GHEL03,2021,42.908320236405835
REGION,GHEL03,2022,46.017935380022024
REGION,GHEL03,2023,49.33827197558826
REGION,GHEL03,2024,52.88410986221348
REGION,GHEL03,2025,56.67119353838769
REGION,GHEL03,2026,60.7162997360599
REGION,GHEL03,2027,64.97768417187481
REGION,GHEL03,2028,69.52816776130673
REGION,GHEL03,2029,74.38824120301466
REGION,GHEL03,2030,79.57993444266425
REGION,GHEL03,2031,85.12668207213615
REGION,GHEL03,2032,90.86378164164311
REGION,GHEL03,2033,97.05611642808543
REGION,GHEL03,2034,103.73392423403723
REGION,GHEL03,2035,110.9303980533103
REGION,GHEL03,2036,122.43497714098868
REGION,GHEL03,2037,131.74397993521137
REGION,GHEL03,2038,141.76011181236532
REGION,GHEL03,2039,152.53693337617838
REGION,GHEL03,2040,164.13191794283458
REGION,GHEL03,2041,176.60689499190443
REGION,GHEL03,2042,187.0808366006134
REGION,GHEL03,2043,198.1747917226856
REGION,GHEL03,2044,209.9250537771082
REGION,GHEL03,2045,222.36997692876471
REGION,GHEL03,2046,235.5502933907961
REGION,GHEL03,2047,249.54555613296807
REGION,GHEL03,2048,264.3673885929676
REGION,GHEL03,2049,280.06466660994266
REGION,GHEL03,2050,296.689225913037
REGION,GHEL03,2051,314.29602124555134
REGION,GHEL03,2052,325.32846504126263
REGION,GHEL03,2053,336.74658015797985
REGION,GHEL03,2054,348.56425350197895
REGION,GHEL03,2055,360.79604986600003
REGION,GHEL03,2056,373.45696680437845
REGION,GHEL03,2057,386.562451347224
REGION,GHEL03,2058,400.1286005940227
REGION,GHEL03,2059,414.17235563881707
REGION,GHEL03,2060,428.71147114017884
REGION,GHEL03,2061,443.7641699471207
REGION,GHEL03,2062,454.65298515815664
REGION,GHEL03,2063,465.81299241673696
REGION,GHEL03,2064,477.25164835167965
REGION,GHEL03,2065,488.97668446869085
REGION,GHEL03,2066,500.9958116924531
REGION,GHEL03,2067,513.3167402734286
REGION,GHEL03,2068,525.947185733215
REGION,GHEL03,2069,538.8952904280397
REGION,GHEL03,2070,552.1693265024821
