REGION,TECHNOLOGY,VALUE
REGION,GHBACKSTOP,31.536
REGION,GHBMCHC01N,31.536
REGION,GHBMCHC02N,31.536
REGION,GHBMCHC03N,31.536
REGION,GHBMCHC04N,31.536
REGION,GHBMCHP01O,31.536
REGION,GHBMCHP02O,31.536
REGION,GHBMCHP03O,31.536
REGION,GHBMCHP04O,31.536
REGION,GHBMCHP01N,31.536
REGION,GHBMCHP02N,31.536
REGION,GHBMCHP03N,31.536
REGION,GHBMCHP04N,31.536
REGION,GHCOSCP01O,31.536
REGION,GHCOSCP02O,31.536
REGION,GHCOSCP03O,31.536
REGION,GHCOSCP04O,31.536
REGION,GHCOSCP01N,31.536
REGION,GHCOSCP02N,31.536
REGION,GHCOSCP03N,31.536
REGION,GHCOSCP04N,31.536
REGION,GHCOSCC01N,31.536
REGION,GHCOSCC02N,31.536
REGION,GHCOSCC03N,31.536
REGION,GHCOSCC04N,31.536
REGION,GHLFRCP01O,31.536
REGION,GHLFRCP02O,31.536
REGION,GHLFRCP03O,31.536
REGION,GHLFRCP04O,31.536
REGION,GHLFRCP01N,31.536
REGION,GHLFRCP02N,31.536
REGION,GHLFRCP03N,31.536
REGION,GHLFRCP04N,31.536
REGION,GHNGCCP01O,31.536
REGION,GHNGCCP02O,31.536
REGION,GHNGCCP03O,31.536
REGION,GHNGCCP04O,31.536
REGION,GHNGCCP01N,31.536
REGION,GHNGCCP02N,31.536
REGION,GHNGCCP03N,31.536
REGION,GHNGCCP04N,31.536
REGION,GHNGCCC01N,31.536
REGION,GHNGCCC02N,31.536
REGION,GHNGCCC03N,31.536
REGION,GHNGCCC04N,31.536
REGION,GHNGGCP01O,31.536
REGION,GHNGGCP02O,31.536
REGION,GHNGGCP03O,31.536
REGION,GHNGGCP04O,31.536
REGION,GHNGGCP01N,31.536
REGION,GHNGGCP02N,31.536
REGION,GHNGGCP03N,31.536
REGION,GHNGGCP04N,31.536
REGION,GHHFGCP01O,31.536
REGION,GHHFGCP02O,31.536
REGION,GHHFGCP03O,31.536
REGION,GHHFGCP04O,31.536
REGION,GHHFGCP01N,31.536
REGION,GHHFGCP02N,31.536
REGION,GHHFGCP03N,31.536
REGION,GHHFGCP04N,31.536
REGION,GHHYDMS03X,31.536
REGION,GHHYDMS02X,31.536
REGION,GHHYDMS01X,31.536
REGION,GHWINDP00X,31.536
REGION,GHWINDP01X,31.536
REGION,GHNULWP04O,31.536
REGION,GHNULWP04N,31.536
REGION,GHGOCVP01O,31.536
REGION,GHGOCVP02O,31.536
REGION,GHGOCVP03O,31.536
REGION,GHGOCVP04O,31.536
REGION,GHGOCVP01N,31.536
REGION,GHGOCVP02N,31.536
REGION,GHGOCVP03N,31.536
REGION,GHGOCVP04N,31.536
REGION,GHEL00T00X,31.536
REGION,GHEL00TDTX,31.536
REGION,GHLFRCFURX,31.536
REGION,GHSOU1P03X,31.536
REGION,GHSOV1F01X,31.536
REGION,GHSOV2F01X,31.536
REGION,GHSOC1P00X,31.536
REGION,GHSOC2P00X,31.536
REGION,GHELBJBP00,31.536
REGION,GHELBFBP00,31.536
REGION,GHELCIBP00,31.536
REGION,GHELTGBP00,31.536
REGION,GHELMLBP00,31.536
